event_year,event_season,respiratory_category,percent
2015,2015-2016,ILI,5.17
2015,2015-2016,ILI,5.32
2015,2015-2016,ILI,5.76
2015,2015-2016,ILI,6.41
2015,2015-2016,ILI,6.52
null,2015-2016,ILI,6.18
2016,2015-2016,ILI,6.00
2016,2015-2016,ILI,5.79
2016,2015-2016,ILI,5.33
2016,2015-2016,ILI,5.69
2016,2015-2016,ILI,6.32
2016,2015-2016,ILI,7.03
2016,2015-2016,ILI,7.54
2016,2015-2016,ILI,7.43
2016,2015-2016,ILI,7.96
2016,2015-2016,ILI,6.56
2016,2015-2016,ILI,5.86
2016,2015-2016,ILI,5.13
2016,2015-2016,ILI,5.20
2016,2015-2016,ILI,4.34
2016,2015-2016,ILI,4.17
2016,2015-2016,ILI,3.33
2016,2015-2016,ILI,3.21
2016,2015-2016,ILI,3.03
2016,2015-2016,ILI,3.84
2016,2015-2016,ILI,3.18
2016,2015-2016,ILI,2.90
2016,2015-2016,ILI,2.72
2016,2015-2016,ILI,2.74
2016,2015-2016,ILI,2.46
2016,2015-2016,ILI,2.94
2016,2015-2016,ILI,3.00
2016,2015-2016,ILI,2.88
2016,2015-2016,ILI,2.25
2016,2015-2016,ILI,2.46
2016,2015-2016,ILI,2.37
2016,2015-2016,ILI,1.98
2016,2015-2016,ILI,1.79
2016,2015-2016,ILI,1.93
2016,2015-2016,ILI,2.49
2016,2015-2016,ILI,2.13
2016,2015-2016,ILI,3.40
2016,2015-2016,ILI,3.63
2016,2015-2016,ILI,3.20
2016,2015-2016,ILI,4.08
2016,2016-2017,ILI,3.17
2016,2016-2017,ILI,3.03
2016,2016-2017,ILI,3.84
2016,2016-2017,ILI,3.98
2016,2016-2017,ILI,4.78
2016,2016-2017,ILI,4.60
2016,2016-2017,ILI,4.68
2016,2016-2017,ILI,5.20
2016,2016-2017,ILI,5.03
2016,2016-2017,ILI,5.21
2016,2016-2017,ILI,6.09
2016,2016-2017,ILI,5.26
2016,2016-2017,ILI,5.99
null,2016-2017,ILI,5.88
2017,2016-2017,ILI,5.79
2017,2016-2017,ILI,5.06
2017,2016-2017,ILI,4.82
2017,2016-2017,ILI,5.48
2017,2016-2017,ILI,5.94
2017,2016-2017,ILI,6.97
2017,2016-2017,ILI,8.43
2017,2016-2017,ILI,7.95
2017,2016-2017,ILI,6.83
2017,2016-2017,ILI,6.96
2017,2016-2017,ILI,6.59
2017,2016-2017,ILI,6.15
2017,2016-2017,ILI,5.82
2017,2016-2017,ILI,5.03
2017,2016-2017,ILI,3.68
2017,2016-2017,ILI,3.66
2017,2016-2017,ILI,3.56
2017,2016-2017,ILI,3.79
2017,2016-2017,ILI,4.42
2017,2016-2017,ILI,3.83
2017,2016-2017,ILI,4.30
2017,2016-2017,ILI,3.87
2017,2016-2017,ILI,3.10
2017,2016-2017,ILI,2.61
2017,2016-2017,ILI,2.58
2017,2016-2017,ILI,2.76
2017,2016-2017,ILI,2.06
2017,2016-2017,ILI,2.17
2017,2016-2017,ILI,1.78
2017,2016-2017,ILI,1.63
2017,2016-2017,ILI,1.67
2017,2016-2017,ILI,1.94
2017,2016-2017,ILI,1.73
2017,2016-2017,ILI,2.02
2017,2016-2017,ILI,2.24
2017,2016-2017,ILI,2.53
2017,2016-2017,ILI,3.70
2017,2016-2017,ILI,3.89
2017,2016-2017,ILI,3.42
2017,2017-2018,ILI,2.94
2017,2017-2018,ILI,3.11
2017,2017-2018,ILI,1.27
2017,2017-2018,ILI,1.67
2017,2017-2018,ILI,1.51
2017,2017-2018,ILI,2.71
2017,2017-2018,ILI,2.79
2017,2017-2018,ILI,2.36
2017,2017-2018,ILI,2.62
2017,2017-2018,ILI,2.39
2017,2017-2018,ILI,3.14
2017,2017-2018,ILI,3.98
2017,2017-2018,ILI,5.50
null,2017-2018,ILI,3.84
2017,2017-2018,ILI,2.38
2018,2017-2018,ILI,3.56
2018,2017-2018,ILI,3.34
2018,2017-2018,ILI,3.24
2018,2017-2018,ILI,5.47
2018,2017-2018,ILI,5.58
2018,2017-2018,ILI,3.55
2018,2017-2018,ILI,3.10
2018,2017-2018,ILI,2.20
2018,2017-2018,ILI,2.11
2018,2017-2018,ILI,2.52
2018,2017-2018,ILI,2.28
2018,2017-2018,ILI,1.95
2018,2017-2018,ILI,1.94
2018,2017-2018,ILI,1.68
2018,2017-2018,ILI,1.49
2018,2017-2018,ILI,2.02
2018,2017-2018,ILI,1.73
2018,2017-2018,ILI,1.63
2018,2017-2018,ILI,1.55
2018,2017-2018,ILI,1.81
2018,2017-2018,ILI,1.52
2018,2017-2018,ILI,1.36
2018,2017-2018,ILI,0.80
2018,2017-2018,ILI,0.87
2018,2017-2018,ILI,0.73
2018,2017-2018,ILI,0.55
2018,2017-2018,ILI,0.71
2018,2017-2018,ILI,0.49
2018,2017-2018,ILI,0.49
2018,2017-2018,ILI,0.59
2018,2017-2018,ILI,0.56
2018,2017-2018,ILI,0.51
2018,2017-2018,ILI,0.61
2018,2017-2018,ILI,0.85
2018,2017-2018,ILI,0.80
2018,2017-2018,ILI,1.78
2018,2017-2018,ILI,1.80
2018,2017-2018,ILI,1.42
2018,2018-2019,ILI,1.23
2018,2018-2019,ILI,1.21
2018,2018-2019,ILI,1.66
2018,2018-2019,ILI,1.50
2018,2018-2019,ILI,1.98
2018,2018-2019,ILI,1.83
2018,2018-2019,ILI,1.79
2018,2018-2019,ILI,2.26
2018,2018-2019,ILI,2.24
2018,2018-2019,ILI,2.68
2018,2018-2019,ILI,2.99
2018,2018-2019,ILI,2.54
2018,2018-2019,ILI,3.23
null,2018-2019,ILI,2.78
2018,2018-2019,ILI,2.40
2019,2018-2019,ILI,2.22
2019,2018-2019,ILI,2.07
2019,2018-2019,ILI,2.37
2019,2018-2019,ILI,2.33
2019,2018-2019,ILI,1.18
2019,2018-2019,ILI,1.91
2019,2018-2019,ILI,2.08
2019,2018-2019,ILI,1.82
2019,2018-2019,ILI,2.02
2019,2018-2019,ILI,2.72
2019,2018-2019,ILI,2.23
2019,2018-2019,ILI,2.44
2019,2018-2019,ILI,2.66
2019,2018-2019,ILI,1.95
2019,2018-2019,ILI,2.18
2019,2018-2019,ILI,1.32
2019,2018-2019,ILI,1.39
2019,2018-2019,ILI,1.90
2019,2018-2019,ILI,2.16
2019,2018-2019,ILI,1.63
2019,2018-2019,ILI,1.89
2019,2018-2019,ILI,1.59
2019,2018-2019,ILI,1.35
2019,2018-2019,ILI,1.31
2019,2018-2019,ILI,1.33
2019,2018-2019,ILI,1.04
2019,2018-2019,ILI,0.73
2019,2018-2019,ILI,1.03
2019,2018-2019,ILI,0.57
2019,2018-2019,ILI,0.77
2019,2018-2019,ILI,0.87
2019,2018-2019,ILI,0.57
2019,2018-2019,ILI,0.32
2019,2018-2019,ILI,0.82
2019,2018-2019,ILI,1.17
2019,2018-2019,ILI,2.20
2019,2018-2019,ILI,2.48
2019,2018-2019,ILI,1.72
2019,2019-2020,ILI,1.66
2019,2019-2020,ILI,1.57
2019,2019-2020,ILI,1.89
2019,2019-2020,ILI,1.72
2019,2019-2020,ILI,1.72
2019,2019-2020,ILI,1.98
2019,2019-2020,ILI,1.91
2019,2019-2020,ILI,1.86
2019,2019-2020,ILI,2.26
2019,2019-2020,ILI,2.86
2019,2019-2020,ILI,3.46
2019,2019-2020,ILI,3.60
2019,2019-2020,ILI,5.82
null,2019-2020,ILI,4.85
2019,2019-2020,ILI,3.93
2020,2019-2020,ILI,3.01
2020,2019-2020,ILI,3.26
2020,2019-2020,ILI,3.51
2020,2019-2020,ILI,4.27
2020,2019-2020,ILI,3.74
2020,2019-2020,ILI,4.83
2020,2019-2020,ILI,3.34
2020,2019-2020,ILI,2.81
2020,2019-2020,ILI,3.73
2020,2019-2020,ILI,4.24
2020,2019-2020,ILI,4.82
2020,2019-2020,ILI,4.00
2020,2019-2020,ILI,1.97
2020,2019-2020,ILI,1.19
2020,2019-2020,ILI,1.06
2020,2019-2020,ILI,0.73
2020,2019-2020,ILI,0.45
2020,2019-2020,ILI,0.17
2020,2019-2020,ILI,0.32
2020,2019-2020,ILI,0.12
2020,2019-2020,ILI,0.28
2020,2019-2020,ILI,0.16
2020,2019-2020,ILI,0.06
2020,2019-2020,ILI,0.04
2020,2019-2020,ILI,0.13
2020,2019-2020,ILI,0.17
2020,2019-2020,ILI,0.29
2020,2019-2020,ILI,0.42
2020,2019-2020,ILI,0.31
2020,2019-2020,ILI,0.43
2020,2019-2020,ILI,0.49
2020,2019-2020,ILI,0.19
2020,2019-2020,ILI,0.43
2020,2019-2020,ILI,0.31
2020,2019-2020,ILI,0.19
2020,2019-2020,ILI,0.30
2020,2019-2020,ILI,0.33
2020,2019-2020,ILI,0.53
2020,2020-2021,ILI,0.50
2020,2020-2021,ILI,0.66
2020,2020-2021,ILI,0.35
2020,2020-2021,ILI,0.46
2020,2020-2021,ILI,0.56
2020,2020-2021,ILI,0.64
2020,2020-2021,ILI,0.74
2020,2020-2021,ILI,0.72
2020,2020-2021,ILI,0.48
2020,2020-2021,ILI,0.47
2020,2020-2021,ILI,0.34
2020,2020-2021,ILI,0.21
2020,2020-2021,ILI,0.39
2020,2020-2021,ILI,0.30
2021,2020-2021,ILI,0.24
2021,2020-2021,ILI,0.24
2021,2020-2021,ILI,0.30
2021,2020-2021,ILI,0.38
2021,2020-2021,ILI,0.36
2021,2020-2021,ILI,0.40
2021,2020-2021,ILI,0.39
2021,2020-2021,ILI,0.34
2021,2020-2021,ILI,0.43
2021,2020-2021,ILI,0.49
2021,2020-2021,ILI,0.19
2021,2020-2021,ILI,0.72
2021,2020-2021,ILI,0.41
2021,2020-2021,ILI,0.60
2021,2020-2021,ILI,0.45
2021,2020-2021,ILI,0.88
2021,2020-2021,ILI,0.67
2021,2020-2021,ILI,0.63
2021,2020-2021,ILI,0.95
2021,2020-2021,ILI,0.88
2021,2020-2021,ILI,0.70
2021,2020-2021,ILI,0.87
2021,2020-2021,ILI,0.82
2021,2020-2021,ILI,1.03
2021,2020-2021,ILI,0.71
2021,2020-2021,ILI,0.74
2021,2020-2021,ILI,0.71
2021,2020-2021,ILI,0.99
2021,2020-2021,ILI,1.13
2021,2020-2021,ILI,1.07
2021,2020-2021,ILI,0.86
2021,2020-2021,ILI,0.78
2021,2020-2021,ILI,0.93
2021,2020-2021,ILI,0.47
2021,2020-2021,ILI,0.90
2021,2020-2021,ILI,0.94
2021,2020-2021,ILI,1.69
2021,2020-2021,ILI,1.82
2021,2020-2021,ILI,1.82
2021,2021-2022,ILI,1.37
2021,2021-2022,ILI,1.04
2021,2021-2022,ILI,1.24
2021,2021-2022,ILI,1.64
2021,2021-2022,ILI,1.86
2021,2021-2022,ILI,1.46
2021,2021-2022,ILI,1.80
2021,2021-2022,ILI,1.42
2021,2021-2022,ILI,1.60
2021,2021-2022,ILI,1.52
2021,2021-2022,ILI,1.48
2021,2021-2022,ILI,2.06
2021,2021-2022,ILI,1.39
null,2021-2022,ILI,1.56
2022,2021-2022,ILI,1.68
2022,2021-2022,ILI,1.14
2022,2021-2022,ILI,0.66
2022,2021-2022,ILI,0.57
2022,2021-2022,ILI,0.39
2022,2021-2022,ILI,0.53
2022,2021-2022,ILI,0.78
2022,2021-2022,ILI,0.90
2022,2021-2022,ILI,0.86
2022,2021-2022,ILI,1.11
2022,2021-2022,ILI,1.60
2022,2021-2022,ILI,1.83
2022,2021-2022,ILI,1.35
2022,2021-2022,ILI,1.97
2022,2021-2022,ILI,1.74
2022,2021-2022,ILI,1.55
2022,2021-2022,ILI,1.79
2022,2021-2022,ILI,1.49
2022,2021-2022,ILI,1.94
2022,2021-2022,ILI,2.10
2022,2021-2022,ILI,2.27
2022,2021-2022,ILI,1.94
2022,2021-2022,ILI,1.82
2022,2021-2022,ILI,0.98
2022,2021-2022,ILI,1.27
2022,2021-2022,ILI,1.30
2022,2021-2022,ILI,0.77
2022,2021-2022,ILI,0.47
2022,2021-2022,ILI,0.70
2022,2021-2022,ILI,0.68
2022,2021-2022,ILI,0.78
2022,2021-2022,ILI,0.66
2022,2021-2022,ILI,0.51
2022,2021-2022,ILI,1.21
2022,2021-2022,ILI,1.47
2022,2021-2022,ILI,2.02
2022,2021-2022,ILI,1.42
2022,2021-2022,ILI,1.84
2022,2021-2022,ILI,1.59
2022,2022-2023,ILI,2.29
2022,2022-2023,ILI,2.10
2022,2022-2023,ILI,2.47
2022,2022-2023,ILI,2.35
2022,2022-2023,ILI,2.75
2022,2022-2023,ILI,3.24
2022,2022-2023,ILI,3.51
2022,2022-2023,ILI,3.00
2022,2022-2023,ILI,3.27
2022,2022-2023,ILI,3.32
2022,2022-2023,ILI,2.54
2022,2022-2023,ILI,2.40
2022,2022-2023,ILI,1.55
null,2022-2023,ILI,1.15
2023,2022-2023,ILI,0.86
2023,2022-2023,ILI,0.81
2023,2022-2023,ILI,0.86
2023,2022-2023,ILI,1.38
2023,2022-2023,ILI,1.31
2023,2022-2023,ILI,1.04
2023,2022-2023,ILI,1.16
2023,2022-2023,ILI,1.39
2023,2022-2023,ILI,1.51
2023,2022-2023,ILI,1.09
2023,2022-2023,ILI,1.61
2023,2022-2023,ILI,1.47
2023,2022-2023,ILI,1.31
2023,2022-2023,ILI,0.92
2023,2022-2023,ILI,0.82
2023,2022-2023,ILI,0.68
2023,2022-2023,ILI,0.78
2023,2022-2023,ILI,0.84
2023,2022-2023,ILI,0.85
2023,2022-2023,ILI,0.90
2023,2022-2023,ILI,0.90
2023,2022-2023,ILI,0.92
2023,2022-2023,ILI,0.59
2023,2022-2023,ILI,0.53
2023,2022-2023,ILI,0.45
2023,2022-2023,ILI,0.31
2023,2022-2023,ILI,0.37
2023,2022-2023,ILI,0.24
2023,2022-2023,ILI,0.43
2023,2022-2023,ILI,0.27
2023,2022-2023,ILI,0.38
2023,2022-2023,ILI,0.23
2023,2022-2023,ILI,0.38
2023,2022-2023,ILI,0.47
2023,2022-2023,ILI,1.00
2023,2022-2023,ILI,0.97
2023,2022-2023,ILI,1.12
2023,2022-2023,ILI,1.23
2023,2022-2023,ILI,0.70
2023,2023-2024,ILI,1.10
2023,2023-2024,ILI,1.29
2023,2023-2024,ILI,1.15
2023,2023-2024,ILI,1.74
2023,2023-2024,ILI,1.29
2023,2023-2024,ILI,1.91
2023,2023-2024,ILI,2.50
2023,2023-2024,ILI,1.71
2023,2023-2024,ILI,1.96
2023,2023-2024,ILI,1.81
2023,2023-2024,ILI,1.77
2023,2023-2024,ILI,1.83
2023,2023-2024,ILI,1.96
null,2023-2024,ILI,1.78
2023,2023-2024,ILI,1.66
2024,2023-2024,ILI,1.67
2024,2023-2024,ILI,1.13
2024,2023-2024,ILI,0.71
2024,2023-2024,ILI,1.11
2024,2023-2024,ILI,1.13
2024,2023-2024,ILI,1.22
2024,2023-2024,ILI,1.29
2024,2023-2024,ILI,1.21
2024,2023-2024,ILI,1.03
2024,2023-2024,ILI,1.11
2024,2023-2024,ILI,1.16
2024,2023-2024,ILI,0.78
2024,2023-2024,ILI,1.15
2024,2023-2024,ILI,0.90
2024,2023-2024,ILI,1.20
2024,2023-2024,ILI,0.89
2024,2023-2024,ILI,0.86
2024,2023-2024,ILI,1.10
2024,2023-2024,ILI,0.72
2024,2023-2024,ILI,1.12
2024,2023-2024,ILI,0.54
2024,2023-2024,ILI,0.60
2024,2023-2024,ILI,0.53
2024,2023-2024,ILI,0.52
2024,2023-2024,ILI,0.50
2024,2023-2024,ILI,0.20
2024,2023-2024,ILI,0.29
2024,2023-2024,ILI,0.20
2024,2023-2024,ILI,0.35
2024,2023-2024,ILI,0.22
2024,2023-2024,ILI,0.27
2024,2023-2024,ILI,0.36
2024,2023-2024,ILI,0.44
2024,2023-2024,ILI,0.58
2024,2023-2024,ILI,1.01
2024,2023-2024,ILI,1.51
2024,2023-2024,ILI,0.78
2024,2023-2024,ILI,0.63
2024,2024-2025,ILI,0.58
2024,2024-2025,ILI,0.72
2024,2024-2025,ILI,0.65
2024,2024-2025,ILI,0.77
2024,2024-2025,ILI,1.05
2024,2024-2025,ILI,0.71
2024,2024-2025,ILI,1.03
2024,2024-2025,ILI,1.34
2024,2024-2025,ILI,0.96
2024,2024-2025,ILI,1.28
2024,2024-2025,ILI,1.25
2024,2024-2025,ILI,1.89
2024,2024-2025,ILI,2.09
null,2024-2025,ILI,1.98
2024,2024-2025,ILI,1.91
2025,2024-2025,ILI,1.68
2025,2024-2025,ILI,2.10
2025,2024-2025,ILI,2.14
2025,2024-2025,ILI,1.72
2025,2024-2025,ILI,1.89
2025,2024-2025,ILI,1.74
2025,2024-2025,ILI,1.95
2025,2024-2025,ILI,1.33
2025,2024-2025,ILI,1.12
2025,2024-2025,ILI,1.37
2025,2024-2025,ILI,1.16
2025,2024-2025,ILI,1.42
2025,2024-2025,ILI,1.05
2025,2024-2025,ILI,0.95
2025,2024-2025,ILI,1.24
2025,2024-2025,ILI,0.91
2025,2024-2025,ILI,0.89
2025,2024-2025,ILI,1.07
2025,2024-2025,ILI,0.99
2025,2024-2025,ILI,1.23
2025,2024-2025,ILI,1.24
2025,2024-2025,ILI,0.98
2025,2024-2025,ILI,0.70
2025,2024-2025,ILI,0.54
2025,2024-2025,ILI,0.40
2025,2024-2025,ILI,0.64
2025,2024-2025,ILI,0.39
2025,2024-2025,ILI,0.48
2025,2024-2025,ILI,0.39
2025,2024-2025,ILI,0.38
2025,2024-2025,ILI,0.46
2025,2024-2025,ILI,0.52
2025,2024-2025,ILI,0.48
2025,2024-2025,ILI,1.32
2025,2024-2025,ILI,1.92
2025,2024-2025,ILI,1.31
2025,2024-2025,ILI,0.92
2025,2024-2025,ILI,0.75
2025,2024-2025,Influenza,0.05
2026,2025-2026,ILI,1.03
2025,2025-2026,ILI,2.84
2025,2024-2025,RSV,0.60
2025,2024-2025,ILI,0.53
2024,2023-2024,COVID-19,1.08
2026,2025-2026,ILI,1.46
2025,2024-2025,RSV,0.05
2024,2024-2025,Broad Acute Respiratory,13.46
2024,2024-2025,ILI,0.36
2025,2024-2025,Broad Acute Respiratory,15.09
2024,2024-2025,Influenza,0.11
2025,2025-2026,ILI,0.30
2025,2024-2025,Broad Acute Respiratory,11.30
2024,2024-2025,RSV,0.02
2024,2024-2025,RSV,1.17
2025,2025-2026,ILI,0.88
2025,2024-2025,ILI,0.53
2025,2025-2026,RSV,0.05
2024,2023-2024,Broad Acute Respiratory,7.72
2025,2025-2026,Influenza,0.31
2025,2024-2025,ILI,0.39
2024,2024-2025,Broad Acute Respiratory,13.30
2026,2025-2026,ILI,1.38
2025,2025-2026,RSV,0.07
2025,2024-2025,Influenza,3.96
2025,2024-2025,COVID-19,0.39
2025,2024-2025,ILI,1.13
2024,2024-2025,ILI,1.23
2026,2025-2026,ILI,1.33
2025,2024-2025,COVID-19,1.02
2025,2024-2025,Broad Acute Respiratory,10.54
2026,2025-2026,ILI,0.96
2025,2025-2026,ILI,0.80
2024,2024-2025,Influenza,0.10
2026,2025-2026,RSV,0.48
2025,2024-2025,Broad Acute Respiratory,11.13
2025,2025-2026,RSV,0.34
2025,2025-2026,COVID-19,0.97
2024,2024-2025,Influenza,0.17
2025,2024-2025,COVID-19,0.48
2024,2023-2024,Broad Acute Respiratory,11.47
2026,2025-2026,Influenza,2.14
2026,2025-2026,ILI,1.08
2025,2024-2025,ILI,0.20
2026,2025-2026,ILI,0.41
2024,2023-2024,RSV,0.01
2024,2024-2025,Influenza,0.16
2025,2024-2025,COVID-19,0.86
2024,2023-2024,RSV,0.00
2026,2025-2026,ILI,1.23
2026,2025-2026,COVID-19,0.23
2025,2024-2025,Influenza,0.08
2026,2025-2026,COVID-19,0.31
2025,2024-2025,Influenza,0.03
2025,2024-2025,Broad Acute Respiratory,11.41
2024,2024-2025,RSV,0.26
2025,2024-2025,COVID-19,0.10
2025,2025-2026,COVID-19,0.24
2025,2024-2025,COVID-19,0.72
2025,2024-2025,Influenza,0.07
2024,2024-2025,COVID-19,0.85
2025,2025-2026,ILI,1.19
2025,2024-2025,Influenza,0.09
2025,2024-2025,COVID-19,0.42
2025,2025-2026,COVID-19,0.68
2024,2024-2025,COVID-19,0.42
2024,2023-2024,Influenza,0.07
2024,2023-2024,Influenza,0.12
2025,2025-2026,Influenza,1.06
2025,2024-2025,ILI,3.49
2025,2025-2026,RSV,0.10
2024,2023-2024,ILI,0.26
2026,2025-2026,ILI,0.95
2025,2024-2025,Broad Acute Respiratory,13.86
2025,2024-2025,RSV,0.00
2024,2023-2024,ILI,0.58
2024,2024-2025,ILI,1.56
2026,2025-2026,ILI,1.34
2024,2023-2024,ILI,0.54
2025,2025-2026,COVID-19,0.43
2025,2024-2025,Broad Acute Respiratory,11.76
2024,2023-2024,Broad Acute Respiratory,12.23
2025,2025-2026,RSV,0.22
2024,2023-2024,COVID-19,1.63
2025,2024-2025,RSV,0.01
2024,2023-2024,Broad Acute Respiratory,7.80
2025,2024-2025,Broad Acute Respiratory,13.29
2025,2024-2025,RSV,0.07
2026,2025-2026,ILI,0.83
2026,2025-2026,ILI,1.69
2026,2025-2026,ILI,0.69
2024,2024-2025,Broad Acute Respiratory,13.19
2025,2024-2025,RSV,0.01
2025,2024-2025,Broad Acute Respiratory,15.51
2025,2025-2026,ILI,0.90
2024,2023-2024,Influenza,0.05
2026,2025-2026,ILI,0.96
2025,2024-2025,Influenza,0.77
2025,2025-2026,ILI,1.31
2025,2024-2025,Influenza,0.02
2024,2024-2025,ILI,0.35
2024,2024-2025,ILI,1.27
2025,2024-2025,Broad Acute Respiratory,12.93
2025,2025-2026,COVID-19,0.20
2025,2025-2026,ILI,1.07
2024,2023-2024,Broad Acute Respiratory,12.69
2025,2025-2026,ILI,1.30
2026,2025-2026,ILI,1.71
2024,2024-2025,Influenza,0.02
2025,2025-2026,ILI,0.93
2025,2024-2025,RSV,0.02
2026,2025-2026,ILI,0.77
2025,2025-2026,ILI,0.79
2025,2024-2025,Broad Acute Respiratory,13.27
2025,2024-2025,Influenza,0.14
2025,2025-2026,ILI,1.00
2025,2025-2026,RSV,0.07
2026,2025-2026,RSV,0.52
2024,2024-2025,RSV,0.18
2025,2025-2026,ILI,1.32
2025,2024-2025,ILI,0.32
2024,2024-2025,Broad Acute Respiratory,10.55
2025,2024-2025,RSV,0.39
2024,2023-2024,RSV,0.01
2024,2024-2025,COVID-19,0.41
2025,2025-2026,ILI,2.23
2025,2025-2026,ILI,1.18
2024,2024-2025,RSV,0.05
2026,2025-2026,ILI,1.57
2025,2024-2025,Influenza,0.24
2025,2024-2025,ILI,0.24
2025,2024-2025,ILI,0.56
2024,2024-2025,COVID-19,0.46
2025,2024-2025,Broad Acute Respiratory,19.25
2026,2025-2026,ILI,1.40
2026,2025-2026,ILI,1.53
2025,2024-2025,ILI,0.27
2025,2024-2025,COVID-19,0.20
2025,2025-2026,ILI,0.51
2025,2024-2025,COVID-19,0.37
2025,2025-2026,Influenza,0.07
2025,2024-2025,ILI,1.43
2024,2024-2025,RSV,0.51
2025,2024-2025,RSV,0.15
2025,2025-2026,Broad Acute Respiratory,12.59
2025,2025-2026,ILI,0.98
2025,2024-2025,Broad Acute Respiratory,12.80
2025,2024-2025,COVID-19,0.44
2025,2025-2026,RSV,0.24
2026,2025-2026,ILI,1.50
2026,2025-2026,RSV,0.45
2025,2025-2026,Broad Acute Respiratory,10.55
2024,2024-2025,Broad Acute Respiratory,20.49
2024,2024-2025,Broad Acute Respiratory,14.36
2025,2025-2026,COVID-19,0.55
2025,2024-2025,Broad Acute Respiratory,10.30
2024,2024-2025,COVID-19,0.42
2025,2025-2026,Broad Acute Respiratory,16.74
2025,2024-2025,Broad Acute Respiratory,17.03
2025,2024-2025,RSV,0.15
2025,2024-2025,Broad Acute Respiratory,13.10
2025,2024-2025,ILI,1.44
2025,2025-2026,ILI,1.35
2025,2024-2025,ILI,1.11
2024,2024-2025,RSV,0.72
2024,2024-2025,Influenza,0.42
2025,2025-2026,ILI,0.90
2024,2023-2024,RSV,0.04
2026,2025-2026,Influenza,0.50
2025,2025-2026,ILI,1.91
2025,2025-2026,ILI,2.09
2025,2025-2026,ILI,1.06
2025,2024-2025,Influenza,0.26
2026,2025-2026,ILI,1.38
2025,2024-2025,Broad Acute Respiratory,15.58
2025,2024-2025,RSV,0.03
2024,2023-2024,Broad Acute Respiratory,7.65
2025,2024-2025,Broad Acute Respiratory,10.78
2024,2023-2024,Influenza,0.09
2026,2025-2026,COVID-19,0.24
2026,2025-2026,COVID-19,0.80
2025,2024-2025,Broad Acute Respiratory,13.38
2026,2025-2026,Influenza,1.78
2025,2025-2026,Broad Acute Respiratory,11.45
2026,2025-2026,ILI,0.91
2025,2024-2025,Broad Acute Respiratory,15.62
2024,2024-2025,Broad Acute Respiratory,12.83
2025,2024-2025,RSV,0.21
2025,2024-2025,RSV,0.00
2025,2024-2025,COVID-19,0.73
2025,2024-2025,COVID-19,0.42
2026,2025-2026,Influenza,0.71
2025,2024-2025,Broad Acute Respiratory,13.99
2024,2023-2024,ILI,0.74
2025,2024-2025,RSV,0.00
2024,2024-2025,ILI,0.35
2025,2024-2025,Broad Acute Respiratory,8.17
2026,2025-2026,ILI,0.54
2024,2024-2025,ILI,0.40
2024,2023-2024,RSV,0.00
2025,2024-2025,COVID-19,0.36
2025,2024-2025,ILI,0.54
2025,2025-2026,Broad Acute Respiratory,10.12
2026,2025-2026,Influenza,1.48
2024,2023-2024,Influenza,0.07
2025,2024-2025,Influenza,4.65
2025,2024-2025,COVID-19,1.52
2025,2024-2025,COVID-19,1.13
2025,2024-2025,Influenza,0.05
2025,2024-2025,Influenza,5.73
2025,2024-2025,COVID-19,0.99
2025,2024-2025,ILI,2.22
2025,2025-2026,COVID-19,0.24
2024,2023-2024,RSV,0.04
2025,2024-2025,RSV,0.24
2025,2024-2025,COVID-19,1.22
2025,2024-2025,ILI,0.61
2025,2024-2025,ILI,0.47
2024,2023-2024,Influenza,0.09
2024,2023-2024,Broad Acute Respiratory,12.04
2024,2024-2025,COVID-19,0.44
2025,2025-2026,Influenza,0.57
2026,2025-2026,Influenza,0.54
2025,2024-2025,COVID-19,0.86
2025,2024-2025,Broad Acute Respiratory,19.34
2025,2024-2025,COVID-19,1.03
2025,2024-2025,COVID-19,0.66
2026,2025-2026,RSV,0.51
2025,2025-2026,COVID-19,0.59
2024,2023-2024,COVID-19,1.76
2024,2023-2024,COVID-19,1.13
2025,2024-2025,Influenza,0.05
2025,2025-2026,Broad Acute Respiratory,14.64
2024,2023-2024,RSV,0.00
2025,2024-2025,Influenza,1.16
2026,2025-2026,ILI,2.01
2024,2023-2024,Influenza,0.00
2026,2025-2026,ILI,0.55
2024,2023-2024,ILI,0.28
2025,2024-2025,Influenza,2.55
2025,2024-2025,Broad Acute Respiratory,13.84
2025,2025-2026,Influenza,0.09
2025,2024-2025,COVID-19,0.62
2025,2025-2026,RSV,0.29
2025,2024-2025,RSV,0.37
2024,2023-2024,ILI,0.44
2025,2024-2025,RSV,0.00
2025,2024-2025,RSV,0.57
2025,2025-2026,ILI,0.40
2024,2024-2025,Broad Acute Respiratory,13.71
2024,2023-2024,Broad Acute Respiratory,12.54
2026,2025-2026,COVID-19,0.32
2024,2024-2025,Influenza,0.10
2025,2025-2026,ILI,0.97
2024,2023-2024,COVID-19,1.58
2025,2024-2025,ILI,0.31
2026,2025-2026,RSV,0.81
2025,2025-2026,Influenza,2.05
2024,2023-2024,Broad Acute Respiratory,12.00
2024,2024-2025,RSV,0.25
2024,2023-2024,ILI,0.37
2025,2025-2026,RSV,0.03
2025,2024-2025,Influenza,0.93
2025,2024-2025,RSV,0.02
