event_year,event_season,respiratory_category,percent
2020,2019-2020,Broad Acute Respiratory,7.88
2020,2019-2020,COVID-19,2.74
2020,2019-2020,COVID-19,1.56
2020,2019-2020,Influenza,0.03
2020,2019-2020,Influenza,0.02
2020,2019-2020,RSV,0.00
2020,2019-2020,RSV,0.00
2020,2019-2020,ILI,0.45
2020,2019-2020,ILI,0.90
2020,2019-2020,Broad Acute Respiratory,11.86
2020,2019-2020,Broad Acute Respiratory,7.85
2020,2019-2020,COVID-19,2.43
2020,2019-2020,COVID-19,1.29
2020,2019-2020,Influenza,0.03
2020,2019-2020,Influenza,0.03
2020,2019-2020,RSV,0.00
2020,2019-2020,RSV,0.00
2020,2019-2020,ILI,0.54
2020,2019-2020,ILI,1.16
2020,2019-2020,Broad Acute Respiratory,12.47
2020,2019-2020,Broad Acute Respiratory,8.42
2020,2019-2020,COVID-19,2.50
2020,2019-2020,COVID-19,1.72
2020,2019-2020,Influenza,0.00
2020,2019-2020,Influenza,0.03
2020,2019-2020,RSV,0.00
2020,2019-2020,RSV,0.00
2020,2019-2020,ILI,0.45
2020,2019-2020,ILI,0.99
2020,2019-2020,Broad Acute Respiratory,12.11
2020,2019-2020,Broad Acute Respiratory,7.76
2020,2019-2020,COVID-19,2.29
2020,2019-2020,COVID-19,1.48
2020,2019-2020,Influenza,0.05
2020,2019-2020,Influenza,0.02
2020,2019-2020,RSV,0.00
2020,2019-2020,RSV,0.00
2020,2019-2020,ILI,0.40
2020,2019-2020,ILI,1.03
2020,2019-2020,Broad Acute Respiratory,11.43
2020,2019-2020,Broad Acute Respiratory,7.87
2020,2019-2020,COVID-19,2.43
2020,2019-2020,COVID-19,1.55
2020,2019-2020,Influenza,0.02
2020,2019-2020,Influenza,0.03
2020,2019-2020,RSV,0.00
2020,2019-2020,RSV,0.00
2020,2019-2020,ILI,0.30
2020,2019-2020,ILI,1.08
2020,2019-2020,Broad Acute Respiratory,11.95
2020,2019-2020,Broad Acute Respiratory,7.67
2020,2019-2020,COVID-19,2.81
2020,2019-2020,COVID-19,1.51
2020,2019-2020,Influenza,0.00
2020,2019-2020,Influenza,0.01
2020,2019-2020,RSV,0.02
2020,2019-2020,RSV,0.01
2020,2019-2020,ILI,0.34
2020,2019-2020,ILI,0.83
2020,2019-2020,Broad Acute Respiratory,11.78
2020,2019-2020,Broad Acute Respiratory,7.62
2020,2019-2020,COVID-19,2.78
2020,2019-2020,COVID-19,1.61
2020,2019-2020,Influenza,0.03
2020,2019-2020,Influenza,0.01
2020,2019-2020,RSV,0.00
2020,2019-2020,RSV,0.00
2020,2019-2020,ILI,0.42
2020,2019-2020,ILI,1.04
2020,2019-2020,Broad Acute Respiratory,11.98
2020,2019-2020,Broad Acute Respiratory,7.12
2020,2019-2020,COVID-19,2.80
2020,2019-2020,COVID-19,1.35
2020,2019-2020,Influenza,0.05
2020,2019-2020,Influenza,0.03
2020,2019-2020,RSV,0.00
2020,2019-2020,RSV,0.00
2020,2019-2020,ILI,0.41
2020,2019-2020,ILI,1.03
2020,2019-2020,Broad Acute Respiratory,11.58
2020,2019-2020,Broad Acute Respiratory,7.42
2020,2019-2020,COVID-19,2.09
2020,2019-2020,COVID-19,1.22
2020,2019-2020,Influenza,0.00
2020,2019-2020,Influenza,0.01
2020,2019-2020,RSV,0.00
2020,2019-2020,RSV,0.00
2020,2019-2020,ILI,0.42
2020,2019-2020,ILI,0.91
2020,2019-2020,Broad Acute Respiratory,11.58
2020,2019-2020,Broad Acute Respiratory,7.05
2020,2019-2020,COVID-19,2.24
2020,2019-2020,COVID-19,1.14
2020,2019-2020,Influenza,0.00
2020,2019-2020,Influenza,0.02
2020,2019-2020,RSV,0.02
2020,2019-2020,RSV,0.01
2020,2019-2020,ILI,0.55
2020,2019-2020,ILI,0.95
2020,2019-2020,Broad Acute Respiratory,11.81
2020,2019-2020,Broad Acute Respiratory,7.53
2020,2019-2020,COVID-19,2.35
2020,2019-2020,COVID-19,1.20
2020,2019-2020,Influenza,0.02
2020,2019-2020,Influenza,0.02
2020,2019-2020,RSV,0.00
2020,2019-2020,RSV,0.01
2020,2019-2020,ILI,0.53
2020,2019-2020,ILI,1.17
2020,2020-2021,Broad Acute Respiratory,12.35
2020,2020-2021,Broad Acute Respiratory,8.51
2020,2020-2021,COVID-19,2.74
2020,2020-2021,COVID-19,1.55
2020,2020-2021,Influenza,0.02
2020,2020-2021,Influenza,0.01
2020,2020-2021,RSV,0.00
2020,2020-2021,RSV,0.01
2020,2020-2021,ILI,0.62
2020,2020-2021,ILI,1.15
2020,2020-2021,Broad Acute Respiratory,12.91
2020,2020-2021,Broad Acute Respiratory,9.12
2020,2020-2021,COVID-19,3.11
2020,2020-2021,COVID-19,1.76
2020,2020-2021,Influenza,0.05
2020,2020-2021,Influenza,0.06
2020,2020-2021,RSV,0.00
2020,2020-2021,RSV,0.00
2020,2020-2021,ILI,0.66
2020,2020-2021,ILI,1.39
2020,2020-2021,Broad Acute Respiratory,12.67
2020,2020-2021,Broad Acute Respiratory,8.89
2020,2020-2021,COVID-19,3.73
2020,2020-2021,COVID-19,2.07
2020,2020-2021,Influenza,0.03
2020,2020-2021,Influenza,0.06
2020,2020-2021,RSV,0.00
2020,2020-2021,RSV,0.00
2020,2020-2021,ILI,0.36
2020,2020-2021,ILI,0.74
2020,2020-2021,Broad Acute Respiratory,15.25
2020,2020-2021,Broad Acute Respiratory,10.42
2020,2020-2021,COVID-19,5.90
2020,2020-2021,COVID-19,3.29
2020,2020-2021,Influenza,0.03
2020,2020-2021,Influenza,0.02
2020,2020-2021,RSV,0.00
2020,2020-2021,RSV,0.00
2020,2020-2021,ILI,0.35
2020,2020-2021,ILI,0.83
2020,2020-2021,Broad Acute Respiratory,17.31
2020,2020-2021,Broad Acute Respiratory,12.17
2020,2020-2021,COVID-19,8.85
2020,2020-2021,COVID-19,4.86
2020,2020-2021,Influenza,0.07
2020,2020-2021,Influenza,0.07
2020,2020-2021,RSV,0.02
2020,2020-2021,RSV,0.01
2020,2020-2021,ILI,0.85
2020,2020-2021,ILI,1.28
2020,2020-2021,Broad Acute Respiratory,20.43
2020,2020-2021,Broad Acute Respiratory,15.05
2020,2020-2021,COVID-19,11.98
2020,2020-2021,COVID-19,7.11
2020,2020-2021,Influenza,0.02
2020,2020-2021,Influenza,0.06
2020,2020-2021,RSV,0.00
2020,2020-2021,RSV,0.00
2020,2020-2021,ILI,0.90
2020,2020-2021,ILI,1.40
2020,2020-2021,Broad Acute Respiratory,23.73
2020,2020-2021,Broad Acute Respiratory,16.10
2020,2020-2021,COVID-19,14.83
2020,2020-2021,COVID-19,8.30
2020,2020-2021,Influenza,0.07
2020,2020-2021,Influenza,0.08
2020,2020-2021,RSV,0.00
2020,2020-2021,RSV,0.00
2020,2020-2021,ILI,0.95
2020,2020-2021,ILI,1.44
2020,2020-2021,Broad Acute Respiratory,22.89
2020,2020-2021,Broad Acute Respiratory,16.37
2020,2020-2021,COVID-19,14.51
2020,2020-2021,COVID-19,8.29
2020,2020-2021,Influenza,0.07
2020,2020-2021,Influenza,0.13
2020,2020-2021,RSV,0.00
2020,2020-2021,RSV,0.01
2020,2020-2021,ILI,0.89
2020,2020-2021,ILI,1.33
2020,2020-2021,Broad Acute Respiratory,24.29
2020,2020-2021,Broad Acute Respiratory,15.32
2020,2020-2021,COVID-19,15.78
2020,2020-2021,COVID-19,8.37
2020,2020-2021,Influenza,0.11
2020,2020-2021,Influenza,0.09
2020,2020-2021,RSV,0.00
2020,2020-2021,RSV,0.01
2020,2020-2021,ILI,0.78
2020,2020-2021,ILI,1.20
2020,2020-2021,Broad Acute Respiratory,23.09
2020,2020-2021,Broad Acute Respiratory,14.96
2020,2020-2021,COVID-19,13.55
2020,2020-2021,COVID-19,7.03
2020,2020-2021,Influenza,0.10
2020,2020-2021,Influenza,0.14
2020,2020-2021,RSV,0.00
2020,2020-2021,RSV,0.01
2020,2020-2021,ILI,0.84
2020,2020-2021,ILI,1.13
2020,2020-2021,Broad Acute Respiratory,21.13
2020,2020-2021,Broad Acute Respiratory,14.36
2020,2020-2021,COVID-19,12.33
2020,2020-2021,COVID-19,7.22
2020,2020-2021,Influenza,0.09
2020,2020-2021,Influenza,0.14
2020,2020-2021,RSV,0.00
2020,2020-2021,RSV,0.01
2020,2020-2021,ILI,0.62
2020,2020-2021,ILI,1.00
2020,2020-2021,Broad Acute Respiratory,20.39
2020,2020-2021,Broad Acute Respiratory,13.28
2020,2020-2021,COVID-19,11.56
2020,2020-2021,COVID-19,6.46
2020,2020-2021,Influenza,0.05
2020,2020-2021,Influenza,0.07
2020,2020-2021,RSV,0.02
2020,2020-2021,RSV,0.01
2020,2020-2021,ILI,0.55
2020,2020-2021,ILI,0.94
2020,2020-2021,Broad Acute Respiratory,19.98
2020,2020-2021,Broad Acute Respiratory,12.55
2020,2020-2021,COVID-19,11.08
2020,2020-2021,COVID-19,5.82
2020,2020-2021,Influenza,0.04
2020,2020-2021,Influenza,0.06
2020,2020-2021,RSV,0.00
2020,2020-2021,RSV,0.01
2020,2020-2021,ILI,0.50
2020,2020-2021,ILI,0.78
2021,2020-2021,Broad Acute Respiratory,18.72
2021,2020-2021,Broad Acute Respiratory,12.09
2021,2020-2021,COVID-19,9.19
2021,2020-2021,COVID-19,5.21
2021,2020-2021,Influenza,0.09
2021,2020-2021,Influenza,0.05
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.00
2021,2020-2021,ILI,0.35
2021,2020-2021,ILI,0.74
2021,2020-2021,Broad Acute Respiratory,17.63
2021,2020-2021,Broad Acute Respiratory,11.29
2021,2020-2021,COVID-19,8.76
2021,2020-2021,COVID-19,4.68
2021,2020-2021,Influenza,0.04
2021,2020-2021,Influenza,0.04
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.01
2021,2020-2021,ILI,0.43
2021,2020-2021,ILI,0.78
2021,2020-2021,Broad Acute Respiratory,15.82
2021,2020-2021,Broad Acute Respiratory,10.08
2021,2020-2021,COVID-19,7.42
2021,2020-2021,COVID-19,4.22
2021,2020-2021,Influenza,0.07
2021,2020-2021,Influenza,0.04
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.00
2021,2020-2021,ILI,0.29
2021,2020-2021,ILI,0.67
2021,2020-2021,Broad Acute Respiratory,14.82
2021,2020-2021,Broad Acute Respiratory,9.53
2021,2020-2021,COVID-19,5.87
2021,2020-2021,COVID-19,3.33
2021,2020-2021,Influenza,0.07
2021,2020-2021,Influenza,0.06
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.00
2021,2020-2021,ILI,0.27
2021,2020-2021,ILI,0.55
2021,2020-2021,Broad Acute Respiratory,14.35
2021,2020-2021,Broad Acute Respiratory,8.48
2021,2020-2021,COVID-19,5.12
2021,2020-2021,COVID-19,2.78
2021,2020-2021,Influenza,0.00
2021,2020-2021,Influenza,0.01
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.01
2021,2020-2021,ILI,0.29
2021,2020-2021,ILI,0.69
2021,2020-2021,Broad Acute Respiratory,13.85
2021,2020-2021,Broad Acute Respiratory,8.31
2021,2020-2021,COVID-19,4.89
2021,2020-2021,COVID-19,2.54
2021,2020-2021,Influenza,0.00
2021,2020-2021,Influenza,0.01
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.00
2021,2020-2021,ILI,0.26
2021,2020-2021,ILI,0.39
2021,2020-2021,Broad Acute Respiratory,12.24
2021,2020-2021,Broad Acute Respiratory,7.35
2021,2020-2021,COVID-19,3.41
2021,2020-2021,COVID-19,1.90
2021,2020-2021,Influenza,0.02
2021,2020-2021,Influenza,0.03
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.00
2021,2020-2021,ILI,0.26
2021,2020-2021,ILI,0.43
2021,2020-2021,Broad Acute Respiratory,12.06
2021,2020-2021,Broad Acute Respiratory,6.81
2021,2020-2021,COVID-19,2.74
2021,2020-2021,COVID-19,1.52
2021,2020-2021,Influenza,0.02
2021,2020-2021,Influenza,0.04
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.00
2021,2020-2021,ILI,0.26
2021,2020-2021,ILI,0.46
2021,2020-2021,Broad Acute Respiratory,11.38
2021,2020-2021,Broad Acute Respiratory,7.27
2021,2020-2021,COVID-19,2.81
2021,2020-2021,COVID-19,1.53
2021,2020-2021,Influenza,0.02
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.00
2021,2020-2021,ILI,0.31
2021,2020-2021,ILI,0.44
2021,2020-2021,Broad Acute Respiratory,11.84
2021,2020-2021,Broad Acute Respiratory,7.27
2021,2020-2021,COVID-19,2.54
2021,2020-2021,COVID-19,1.51
2021,2020-2021,Influenza,0.00
2021,2020-2021,Influenza,0.01
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.00
2021,2020-2021,ILI,0.30
2021,2020-2021,ILI,0.57
2021,2020-2021,Broad Acute Respiratory,12.67
2021,2020-2021,Broad Acute Respiratory,8.53
2021,2020-2021,COVID-19,3.55
2021,2020-2021,COVID-19,2.07
2021,2020-2021,Influenza,0.00
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.00
2021,2020-2021,ILI,0.37
2021,2020-2021,ILI,0.64
2021,2020-2021,Broad Acute Respiratory,13.20
2021,2020-2021,Broad Acute Respiratory,8.78
2021,2020-2021,COVID-19,4.50
2021,2020-2021,COVID-19,2.56
2021,2020-2021,Influenza,0.05
2021,2020-2021,Influenza,0.03
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.00
2021,2020-2021,ILI,0.31
2021,2020-2021,ILI,0.58
2021,2020-2021,Broad Acute Respiratory,15.00
2021,2020-2021,Broad Acute Respiratory,9.89
2021,2020-2021,COVID-19,5.69
2021,2020-2021,COVID-19,3.49
2021,2020-2021,Influenza,0.05
2021,2020-2021,Influenza,0.03
2021,2020-2021,RSV,0.02
2021,2020-2021,RSV,0.01
2021,2020-2021,ILI,0.38
2021,2020-2021,ILI,0.77
2021,2020-2021,Broad Acute Respiratory,16.13
2021,2020-2021,Broad Acute Respiratory,11.21
2021,2020-2021,COVID-19,6.83
2021,2020-2021,COVID-19,4.03
2021,2020-2021,Influenza,0.02
2021,2020-2021,Influenza,0.03
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.01
2021,2020-2021,ILI,0.35
2021,2020-2021,ILI,0.84
2021,2020-2021,Broad Acute Respiratory,16.10
2021,2020-2021,Broad Acute Respiratory,10.92
2021,2020-2021,COVID-19,7.25
2021,2020-2021,COVID-19,4.12
2021,2020-2021,Influenza,0.00
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.03
2021,2020-2021,RSV,0.02
2021,2020-2021,ILI,0.32
2021,2020-2021,ILI,0.83
2021,2020-2021,Broad Acute Respiratory,16.06
2021,2020-2021,Broad Acute Respiratory,11.17
2021,2020-2021,COVID-19,6.54
2021,2020-2021,COVID-19,4.01
2021,2020-2021,Influenza,0.02
2021,2020-2021,Influenza,0.03
2021,2020-2021,RSV,0.00
2021,2020-2021,RSV,0.00
2021,2020-2021,ILI,0.47
2021,2020-2021,ILI,1.02
2021,2020-2021,Broad Acute Respiratory,15.10
2021,2020-2021,Broad Acute Respiratory,10.73
2021,2020-2021,COVID-19,6.56
2021,2020-2021,COVID-19,3.96
2021,2020-2021,Influenza,0.03
2021,2020-2021,Influenza,0.01
2021,2020-2021,RSV,0.03
2021,2020-2021,RSV,0.02
2021,2020-2021,ILI,0.39
2021,2020-2021,ILI,0.88
2021,2020-2021,Broad Acute Respiratory,15.43
2021,2020-2021,Broad Acute Respiratory,10.35
2021,2020-2021,COVID-19,6.01
2021,2020-2021,COVID-19,3.50
2021,2020-2021,Influenza,0.03
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.03
2021,2020-2021,RSV,0.02
2021,2020-2021,ILI,0.26
2021,2020-2021,ILI,0.75
2021,2020-2021,Broad Acute Respiratory,14.94
2021,2020-2021,Broad Acute Respiratory,10.53
2021,2020-2021,COVID-19,4.95
2021,2020-2021,COVID-19,2.86
2021,2020-2021,Influenza,0.02
2021,2020-2021,Influenza,0.01
2021,2020-2021,RSV,0.02
2021,2020-2021,RSV,0.01
2021,2020-2021,ILI,0.35
2021,2020-2021,ILI,0.83
2021,2020-2021,Broad Acute Respiratory,13.67
2021,2020-2021,Broad Acute Respiratory,9.45
2021,2020-2021,COVID-19,4.12
2021,2020-2021,COVID-19,2.24
2021,2020-2021,Influenza,0.02
2021,2020-2021,Influenza,0.03
2021,2020-2021,RSV,0.03
2021,2020-2021,RSV,0.03
2021,2020-2021,ILI,0.33
2021,2020-2021,ILI,0.82
2021,2020-2021,Broad Acute Respiratory,12.36
2021,2020-2021,Broad Acute Respiratory,8.47
2021,2020-2021,COVID-19,3.22
2021,2020-2021,COVID-19,1.67
2021,2020-2021,Influenza,0.03
2021,2020-2021,Influenza,0.00
2021,2020-2021,RSV,0.07
2021,2020-2021,RSV,0.03
2021,2020-2021,ILI,0.41
2021,2020-2021,ILI,0.80
2021,2020-2021,Broad Acute Respiratory,11.61
2021,2020-2021,Broad Acute Respiratory,8.05
2021,2020-2021,COVID-19,2.06
2021,2020-2021,COVID-19,1.06
2021,2020-2021,Influenza,0.00
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.05
2021,2020-2021,RSV,0.05
2021,2020-2021,ILI,0.21
2021,2020-2021,ILI,0.64
2021,2020-2021,Broad Acute Respiratory,11.21
2021,2020-2021,Broad Acute Respiratory,8.22
2021,2020-2021,COVID-19,1.87
2021,2020-2021,COVID-19,0.82
2021,2020-2021,Influenza,0.00
2021,2020-2021,Influenza,0.01
2021,2020-2021,RSV,0.03
2021,2020-2021,RSV,0.04
2021,2020-2021,ILI,0.21
2021,2020-2021,ILI,0.61
2021,2020-2021,Broad Acute Respiratory,9.59
2021,2020-2021,Broad Acute Respiratory,7.89
2021,2020-2021,COVID-19,0.65
2021,2020-2021,COVID-19,0.35
2021,2020-2021,Influenza,0.03
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.08
2021,2020-2021,RSV,0.03
2021,2020-2021,ILI,0.12
2021,2020-2021,ILI,0.61
2021,2020-2021,Broad Acute Respiratory,10.11
2021,2020-2021,Broad Acute Respiratory,8.01
2021,2020-2021,COVID-19,0.59
2021,2020-2021,COVID-19,0.25
2021,2020-2021,Influenza,0.03
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.12
2021,2020-2021,RSV,0.06
2021,2020-2021,ILI,0.20
2021,2020-2021,ILI,0.71
2021,2020-2021,Broad Acute Respiratory,10.81
2021,2020-2021,Broad Acute Respiratory,8.23
2021,2020-2021,COVID-19,0.52
2021,2020-2021,COVID-19,0.33
2021,2020-2021,Influenza,0.03
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.10
2021,2020-2021,RSV,0.05
2021,2020-2021,ILI,0.12
2021,2020-2021,ILI,0.78
2021,2020-2021,Broad Acute Respiratory,11.36
2021,2020-2021,Broad Acute Respiratory,8.48
2021,2020-2021,COVID-19,0.67
2021,2020-2021,COVID-19,0.31
2021,2020-2021,Influenza,0.03
2021,2020-2021,Influenza,0.03
2021,2020-2021,RSV,0.08
2021,2020-2021,RSV,0.08
2021,2020-2021,ILI,0.20
2021,2020-2021,ILI,0.82
2021,2020-2021,Broad Acute Respiratory,11.51
2021,2020-2021,Broad Acute Respiratory,9.13
2021,2020-2021,COVID-19,0.90
2021,2020-2021,COVID-19,0.61
2021,2020-2021,Influenza,0.10
2021,2020-2021,Influenza,0.03
2021,2020-2021,RSV,0.12
2021,2020-2021,RSV,0.13
2021,2020-2021,ILI,0.30
2021,2020-2021,ILI,0.95
2021,2020-2021,Broad Acute Respiratory,11.12
2021,2020-2021,Broad Acute Respiratory,9.33
2021,2020-2021,COVID-19,1.46
2021,2020-2021,COVID-19,1.00
2021,2020-2021,Influenza,0.00
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.22
2021,2020-2021,RSV,0.12
2021,2020-2021,ILI,0.17
2021,2020-2021,ILI,0.93
2021,2020-2021,Broad Acute Respiratory,12.04
2021,2020-2021,Broad Acute Respiratory,9.91
2021,2020-2021,COVID-19,2.21
2021,2020-2021,COVID-19,1.51
2021,2020-2021,Influenza,0.08
2021,2020-2021,Influenza,0.03
2021,2020-2021,RSV,0.20
2021,2020-2021,RSV,0.16
2021,2020-2021,ILI,0.39
2021,2020-2021,ILI,0.93
2021,2020-2021,Broad Acute Respiratory,13.21
2021,2020-2021,Broad Acute Respiratory,10.70
2021,2020-2021,COVID-19,3.13
2021,2020-2021,COVID-19,2.06
2021,2020-2021,Influenza,0.00
2021,2020-2021,Influenza,0.01
2021,2020-2021,RSV,0.22
2021,2020-2021,RSV,0.17
2021,2020-2021,ILI,0.38
2021,2020-2021,ILI,0.98
2021,2020-2021,Broad Acute Respiratory,13.82
2021,2020-2021,Broad Acute Respiratory,10.65
2021,2020-2021,COVID-19,4.23
2021,2020-2021,COVID-19,2.62
2021,2020-2021,Influenza,0.00
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.46
2021,2020-2021,RSV,0.30
2021,2020-2021,ILI,0.47
2021,2020-2021,ILI,1.06
2021,2020-2021,Broad Acute Respiratory,13.12
2021,2020-2021,Broad Acute Respiratory,11.03
2021,2020-2021,COVID-19,3.56
2021,2020-2021,COVID-19,2.65
2021,2020-2021,Influenza,0.03
2021,2020-2021,Influenza,0.01
2021,2020-2021,RSV,0.10
2021,2020-2021,RSV,0.25
2021,2020-2021,ILI,0.21
2021,2020-2021,ILI,0.94
2021,2020-2021,Broad Acute Respiratory,13.96
2021,2020-2021,Broad Acute Respiratory,11.45
2021,2020-2021,COVID-19,4.56
2021,2020-2021,COVID-19,3.13
2021,2020-2021,Influenza,0.05
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.22
2021,2020-2021,RSV,0.30
2021,2020-2021,ILI,0.39
2021,2020-2021,ILI,1.12
2021,2020-2021,Broad Acute Respiratory,13.24
2021,2020-2021,Broad Acute Respiratory,11.41
2021,2020-2021,COVID-19,4.48
2021,2020-2021,COVID-19,2.89
2021,2020-2021,Influenza,0.02
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.32
2021,2020-2021,RSV,0.33
2021,2020-2021,ILI,0.43
2021,2020-2021,ILI,1.27
2021,2020-2021,Broad Acute Respiratory,13.30
2021,2020-2021,Broad Acute Respiratory,12.54
2021,2020-2021,COVID-19,4.22
2021,2020-2021,COVID-19,2.73
2021,2020-2021,Influenza,0.00
2021,2020-2021,Influenza,0.05
2021,2020-2021,RSV,0.30
2021,2020-2021,RSV,0.35
2021,2020-2021,ILI,0.26
2021,2020-2021,ILI,1.41
2021,2020-2021,Broad Acute Respiratory,13.65
2021,2020-2021,Broad Acute Respiratory,11.95
2021,2020-2021,COVID-19,3.90
2021,2020-2021,COVID-19,2.20
2021,2020-2021,Influenza,0.03
2021,2020-2021,Influenza,0.03
2021,2020-2021,RSV,0.24
2021,2020-2021,RSV,0.27
2021,2020-2021,ILI,0.37
2021,2020-2021,ILI,1.20
2021,2020-2021,Broad Acute Respiratory,13.77
2021,2020-2021,Broad Acute Respiratory,11.77
2021,2020-2021,COVID-19,3.47
2021,2020-2021,COVID-19,1.79
2021,2020-2021,Influenza,0.03
2021,2020-2021,Influenza,0.03
2021,2020-2021,RSV,0.31
2021,2020-2021,RSV,0.37
2021,2020-2021,ILI,0.40
2021,2020-2021,ILI,1.11
2021,2020-2021,Broad Acute Respiratory,12.32
2021,2020-2021,Broad Acute Respiratory,11.44
2021,2020-2021,COVID-19,3.22
2021,2020-2021,COVID-19,1.85
2021,2020-2021,Influenza,0.03
2021,2020-2021,Influenza,0.02
2021,2020-2021,RSV,0.27
2021,2020-2021,RSV,0.29
2021,2020-2021,ILI,0.46
2021,2020-2021,ILI,1.17
2021,2021-2022,Broad Acute Respiratory,12.46
2021,2021-2022,Broad Acute Respiratory,10.57
2021,2021-2022,COVID-19,2.82
2021,2021-2022,COVID-19,1.78
2021,2021-2022,Influenza,0.00
2021,2021-2022,Influenza,0.02
2021,2021-2022,RSV,0.16
2021,2021-2022,RSV,0.17
2021,2021-2022,ILI,0.26
2021,2021-2022,ILI,1.02
2021,2021-2022,Broad Acute Respiratory,12.86
2021,2021-2022,Broad Acute Respiratory,10.42
2021,2021-2022,COVID-19,2.71
2021,2021-2022,COVID-19,1.68
2021,2021-2022,Influenza,0.00
2021,2021-2022,Influenza,0.01
2021,2021-2022,RSV,0.19
2021,2021-2022,RSV,0.25
2021,2021-2022,ILI,0.37
2021,2021-2022,ILI,0.96
2021,2021-2022,Broad Acute Respiratory,12.62
2021,2021-2022,Broad Acute Respiratory,10.36
2021,2021-2022,COVID-19,2.35
2021,2021-2022,COVID-19,1.31
2021,2021-2022,Influenza,0.02
2021,2021-2022,Influenza,0.02
2021,2021-2022,RSV,0.19
2021,2021-2022,RSV,0.20
2021,2021-2022,ILI,0.36
2021,2021-2022,ILI,1.01
2021,2021-2022,Broad Acute Respiratory,13.32
2021,2021-2022,Broad Acute Respiratory,11.34
2021,2021-2022,COVID-19,2.59
2021,2021-2022,COVID-19,1.58
2021,2021-2022,Influenza,0.07
2021,2021-2022,Influenza,0.03
2021,2021-2022,RSV,0.16
2021,2021-2022,RSV,0.20
2021,2021-2022,ILI,0.35
2021,2021-2022,ILI,1.24
2021,2021-2022,Broad Acute Respiratory,13.85
2021,2021-2022,Broad Acute Respiratory,11.33
2021,2021-2022,COVID-19,2.88
2021,2021-2022,COVID-19,1.73
2021,2021-2022,Influenza,0.03
2021,2021-2022,Influenza,0.05
2021,2021-2022,RSV,0.16
2021,2021-2022,RSV,0.17
2021,2021-2022,ILI,0.28
2021,2021-2022,ILI,1.01
2021,2021-2022,Broad Acute Respiratory,13.86
2021,2021-2022,Broad Acute Respiratory,11.99
2021,2021-2022,COVID-19,3.08
2021,2021-2022,COVID-19,2.20
2021,2021-2022,Influenza,0.04
2021,2021-2022,Influenza,0.07
2021,2021-2022,RSV,0.19
2021,2021-2022,RSV,0.20
2021,2021-2022,ILI,0.30
2021,2021-2022,ILI,1.13
2021,2021-2022,Broad Acute Respiratory,15.48
2021,2021-2022,Broad Acute Respiratory,12.71
2021,2021-2022,COVID-19,4.56
2021,2021-2022,COVID-19,2.60
2021,2021-2022,Influenza,0.09
2021,2021-2022,Influenza,0.12
2021,2021-2022,RSV,0.32
2021,2021-2022,RSV,0.23
2021,2021-2022,ILI,0.44
2021,2021-2022,ILI,1.12
2021,2021-2022,Broad Acute Respiratory,15.90
2021,2021-2022,Broad Acute Respiratory,13.23
2021,2021-2022,COVID-19,5.33
2021,2021-2022,COVID-19,3.48
2021,2021-2022,Influenza,0.07
2021,2021-2022,Influenza,0.18
2021,2021-2022,RSV,0.16
2021,2021-2022,RSV,0.24
2021,2021-2022,ILI,0.46
2021,2021-2022,ILI,1.29
2021,2021-2022,Broad Acute Respiratory,17.01
2021,2021-2022,Broad Acute Respiratory,14.06
2021,2021-2022,COVID-19,6.89
2021,2021-2022,COVID-19,4.34
2021,2021-2022,Influenza,0.10
2021,2021-2022,Influenza,0.26
2021,2021-2022,RSV,0.21
2021,2021-2022,RSV,0.24
2021,2021-2022,ILI,0.40
2021,2021-2022,ILI,1.33
2021,2021-2022,Broad Acute Respiratory,18.31
2021,2021-2022,Broad Acute Respiratory,14.73
2021,2021-2022,COVID-19,8.03
2021,2021-2022,COVID-19,5.07
2021,2021-2022,Influenza,0.15
2021,2021-2022,Influenza,0.38
2021,2021-2022,RSV,0.22
2021,2021-2022,RSV,0.19
2021,2021-2022,ILI,0.50
